================ Training Loss (Wed Jun  3 10:53:39 2020) ================
(epoch: 1, iters: 100, time: 0.026, data: 0.099) G_GAN: 1.591 G_L1: 25.745 D_real: 0.094 D_fake: 0.801 
(epoch: 1, iters: 200, time: 0.026, data: 0.001) G_GAN: 1.888 G_L1: 17.071 D_real: 0.108 D_fake: 0.835 
(epoch: 1, iters: 300, time: 0.026, data: 0.001) G_GAN: 2.058 G_L1: 19.758 D_real: 0.469 D_fake: 0.092 
(epoch: 1, iters: 400, time: 0.058, data: 0.001) G_GAN: 0.681 G_L1: 15.000 D_real: 0.504 D_fake: 0.500 
(epoch: 1, iters: 500, time: 0.026, data: 0.001) G_GAN: 1.219 G_L1: 16.225 D_real: 0.161 D_fake: 0.637 
(epoch: 1, iters: 600, time: 0.026, data: 0.001) G_GAN: 1.252 G_L1: 24.861 D_real: 0.658 D_fake: 0.369 
(epoch: 1, iters: 700, time: 0.027, data: 0.001) G_GAN: 1.028 G_L1: 14.309 D_real: 0.324 D_fake: 0.697 
(epoch: 1, iters: 800, time: 0.044, data: 0.001) G_GAN: 1.330 G_L1: 12.643 D_real: 0.172 D_fake: 0.514 
(epoch: 1, iters: 900, time: 0.026, data: 0.001) G_GAN: 1.313 G_L1: 14.057 D_real: 0.046 D_fake: 0.995 
(epoch: 1, iters: 1000, time: 0.026, data: 0.001) G_GAN: 1.092 G_L1: 20.596 D_real: 0.415 D_fake: 1.017 
(epoch: 1, iters: 1100, time: 0.026, data: 0.001) G_GAN: 1.518 G_L1: 18.584 D_real: 0.731 D_fake: 0.206 
(epoch: 1, iters: 1200, time: 0.042, data: 0.001) G_GAN: 0.887 G_L1: 12.289 D_real: 0.297 D_fake: 0.847 
(epoch: 1, iters: 1300, time: 0.026, data: 0.001) G_GAN: 0.981 G_L1: 15.916 D_real: 0.459 D_fake: 0.354 
(epoch: 1, iters: 1400, time: 0.026, data: 0.001) G_GAN: 1.422 G_L1: 15.236 D_real: 1.604 D_fake: 0.224 
(epoch: 1, iters: 1500, time: 0.026, data: 0.001) G_GAN: 1.291 G_L1: 16.390 D_real: 0.053 D_fake: 0.403 
(epoch: 1, iters: 1600, time: 0.042, data: 0.001) G_GAN: 1.371 G_L1: 16.985 D_real: 0.057 D_fake: 1.007 
(epoch: 2, iters: 100, time: 0.026, data: 0.091) G_GAN: 1.719 G_L1: 18.649 D_real: 0.361 D_fake: 0.227 
(epoch: 2, iters: 200, time: 0.026, data: 0.001) G_GAN: 0.892 G_L1: 18.150 D_real: 1.487 D_fake: 0.407 
(epoch: 2, iters: 300, time: 0.026, data: 0.001) G_GAN: 1.063 G_L1: 12.697 D_real: 1.641 D_fake: 0.189 
(epoch: 2, iters: 400, time: 0.057, data: 0.001) G_GAN: 2.056 G_L1: 17.789 D_real: 0.082 D_fake: 0.319 
(epoch: 2, iters: 500, time: 0.026, data: 0.001) G_GAN: 1.319 G_L1: 17.937 D_real: 0.084 D_fake: 0.640 
(epoch: 2, iters: 600, time: 0.026, data: 0.001) G_GAN: 1.642 G_L1: 10.488 D_real: 0.274 D_fake: 0.255 
(epoch: 2, iters: 700, time: 0.026, data: 0.001) G_GAN: 2.021 G_L1: 12.180 D_real: 0.098 D_fake: 0.908 
(epoch: 2, iters: 800, time: 0.044, data: 0.001) G_GAN: 0.796 G_L1: 10.774 D_real: 0.445 D_fake: 0.508 
(epoch: 2, iters: 900, time: 0.026, data: 0.001) G_GAN: 2.208 G_L1: 17.740 D_real: 0.098 D_fake: 0.174 
(epoch: 2, iters: 1000, time: 0.026, data: 0.001) G_GAN: 1.238 G_L1: 9.812 D_real: 1.448 D_fake: 0.263 
(epoch: 2, iters: 1100, time: 0.026, data: 0.001) G_GAN: 1.171 G_L1: 17.543 D_real: 0.315 D_fake: 0.396 
(epoch: 2, iters: 1200, time: 0.042, data: 0.001) G_GAN: 1.533 G_L1: 14.616 D_real: 0.442 D_fake: 0.484 
(epoch: 2, iters: 1300, time: 0.026, data: 0.001) G_GAN: 0.693 G_L1: 9.330 D_real: 1.207 D_fake: 0.181 
(epoch: 2, iters: 1400, time: 0.026, data: 0.001) G_GAN: 0.933 G_L1: 15.709 D_real: 1.577 D_fake: 0.171 
(epoch: 2, iters: 1500, time: 0.026, data: 0.001) G_GAN: 1.170 G_L1: 13.573 D_real: 0.725 D_fake: 0.210 
(epoch: 2, iters: 1600, time: 0.043, data: 0.001) G_GAN: 1.549 G_L1: 15.807 D_real: 0.113 D_fake: 0.525 
(epoch: 3, iters: 100, time: 0.026, data: 0.091) G_GAN: 1.235 G_L1: 17.312 D_real: 1.367 D_fake: 0.109 
