================ Training Loss (Tue Jun  2 20:18:43 2020) ================
(epoch: 1, iters: 100, time: 0.044, data: 0.096) G_GAN: 2.048 G_L1: 18.049 D_real: 0.387 D_fake: 0.153 
(epoch: 6, iters: 900, time: 0.043, data: 0.001) G_GAN: 1.168 G_L1: 8.925 D_real: 0.762 D_fake: 0.279 
(epoch: 6, iters: 1000, time: 0.043, data: 0.001) G_GAN: 1.736 G_L1: 9.414 D_real: 0.131 D_fake: 0.539 
(epoch: 6, iters: 1100, time: 0.043, data: 0.001) G_GAN: 1.131 G_L1: 7.543 D_real: 1.200 D_fake: 0.186 
(epoch: 6, iters: 1200, time: 0.113, data: 0.001) G_GAN: 1.750 G_L1: 9.579 D_real: 0.543 D_fake: 0.128 
(epoch: 6, iters: 1300, time: 0.044, data: 0.001) G_GAN: 1.530 G_L1: 7.718 D_real: 0.292 D_fake: 0.981 
(epoch: 6, iters: 1400, time: 0.045, data: 0.001) G_GAN: 1.478 G_L1: 7.984 D_real: 0.598 D_fake: 0.515 
(epoch: 6, iters: 1500, time: 0.047, data: 0.001) G_GAN: 1.151 G_L1: 9.651 D_real: 1.155 D_fake: 0.215 
================ Training Loss (Tue Jun  2 20:25:04 2020) ================
(epoch: 1, iters: 100, time: 0.046, data: 0.096) G_GAN: 0.746 G_L1: 20.694 D_real: 2.208 D_fake: 0.603 
(epoch: 1, iters: 200, time: 0.043, data: 0.001) G_GAN: 1.394 G_L1: 25.722 D_real: 0.201 D_fake: 0.195 
(epoch: 1, iters: 300, time: 0.043, data: 0.001) G_GAN: 1.102 G_L1: 20.120 D_real: 0.136 D_fake: 1.020 
(epoch: 1, iters: 400, time: 0.184, data: 0.001) G_GAN: 0.528 G_L1: 17.470 D_real: 0.680 D_fake: 1.728 
(epoch: 1, iters: 500, time: 0.046, data: 0.001) G_GAN: 1.275 G_L1: 13.550 D_real: 1.118 D_fake: 0.304 
(epoch: 1, iters: 600, time: 0.046, data: 0.001) G_GAN: 1.338 G_L1: 26.267 D_real: 0.056 D_fake: 0.530 
(epoch: 1, iters: 700, time: 0.043, data: 0.001) G_GAN: 1.326 G_L1: 33.860 D_real: 0.051 D_fake: 0.558 
(epoch: 1, iters: 800, time: 0.100, data: 0.001) G_GAN: 1.499 G_L1: 15.933 D_real: 0.139 D_fake: 0.790 
(epoch: 1, iters: 900, time: 0.046, data: 0.001) G_GAN: 1.151 G_L1: 15.643 D_real: 0.545 D_fake: 0.176 
(epoch: 1, iters: 1000, time: 0.043, data: 0.001) G_GAN: 1.171 G_L1: 14.878 D_real: 0.503 D_fake: 0.667 
(epoch: 1, iters: 1100, time: 0.043, data: 0.001) G_GAN: 1.458 G_L1: 9.864 D_real: 1.279 D_fake: 0.164 
(epoch: 1, iters: 1200, time: 0.098, data: 0.001) G_GAN: 1.021 G_L1: 23.359 D_real: 1.257 D_fake: 0.252 
(epoch: 1, iters: 1300, time: 0.046, data: 0.001) G_GAN: 1.166 G_L1: 16.274 D_real: 1.792 D_fake: 0.379 
(epoch: 1, iters: 1400, time: 0.047, data: 0.001) G_GAN: 1.710 G_L1: 10.695 D_real: 1.636 D_fake: 0.213 
(epoch: 1, iters: 1500, time: 0.045, data: 0.001) G_GAN: 1.139 G_L1: 12.098 D_real: 0.201 D_fake: 0.508 
(epoch: 1, iters: 1600, time: 0.103, data: 0.001) G_GAN: 1.547 G_L1: 16.157 D_real: 0.176 D_fake: 0.547 
(epoch: 2, iters: 100, time: 0.044, data: 0.094) G_GAN: 0.822 G_L1: 11.468 D_real: 1.204 D_fake: 0.597 
(epoch: 2, iters: 200, time: 0.044, data: 0.001) G_GAN: 1.284 G_L1: 8.765 D_real: 1.371 D_fake: 0.261 
(epoch: 2, iters: 300, time: 0.046, data: 0.001) G_GAN: 0.739 G_L1: 13.183 D_real: 0.749 D_fake: 0.445 
(epoch: 2, iters: 400, time: 0.170, data: 0.001) G_GAN: 0.852 G_L1: 8.524 D_real: 0.928 D_fake: 0.486 
(epoch: 2, iters: 500, time: 0.045, data: 0.001) G_GAN: 1.567 G_L1: 11.467 D_real: 1.404 D_fake: 0.194 
(epoch: 2, iters: 600, time: 0.044, data: 0.001) G_GAN: 1.190 G_L1: 9.277 D_real: 1.360 D_fake: 0.216 
(epoch: 2, iters: 700, time: 0.046, data: 0.001) G_GAN: 0.858 G_L1: 16.224 D_real: 0.654 D_fake: 0.596 
(epoch: 2, iters: 800, time: 0.103, data: 0.001) G_GAN: 1.073 G_L1: 13.102 D_real: 0.410 D_fake: 0.692 
(epoch: 2, iters: 900, time: 0.046, data: 0.001) G_GAN: 0.753 G_L1: 10.339 D_real: 0.819 D_fake: 0.629 
(epoch: 2, iters: 1000, time: 0.044, data: 0.001) G_GAN: 1.518 G_L1: 9.178 D_real: 1.691 D_fake: 0.167 
(epoch: 2, iters: 1100, time: 0.043, data: 0.001) G_GAN: 1.504 G_L1: 10.518 D_real: 0.074 D_fake: 0.270 
(epoch: 2, iters: 1200, time: 0.108, data: 0.001) G_GAN: 1.941 G_L1: 11.548 D_real: 0.058 D_fake: 0.245 
(epoch: 2, iters: 1300, time: 0.043, data: 0.001) G_GAN: 1.044 G_L1: 11.319 D_real: 0.311 D_fake: 0.456 
(epoch: 2, iters: 1400, time: 0.044, data: 0.001) G_GAN: 2.312 G_L1: 12.093 D_real: 0.013 D_fake: 0.191 
(epoch: 2, iters: 1500, time: 0.047, data: 0.001) G_GAN: 2.105 G_L1: 14.249 D_real: 0.230 D_fake: 0.206 
(epoch: 2, iters: 1600, time: 0.101, data: 0.001) G_GAN: 1.536 G_L1: 19.375 D_real: 0.004 D_fake: 1.115 
(epoch: 3, iters: 100, time: 0.046, data: 0.092) G_GAN: 1.006 G_L1: 10.115 D_real: 0.595 D_fake: 0.367 
(epoch: 3, iters: 200, time: 0.044, data: 0.001) G_GAN: 1.122 G_L1: 12.653 D_real: 1.158 D_fake: 0.674 
(epoch: 3, iters: 300, time: 0.045, data: 0.001) G_GAN: 0.925 G_L1: 9.697 D_real: 0.438 D_fake: 0.601 
(epoch: 3, iters: 400, time: 0.162, data: 0.001) G_GAN: 1.257 G_L1: 11.141 D_real: 0.988 D_fake: 0.281 
(epoch: 3, iters: 500, time: 0.043, data: 0.001) G_GAN: 2.165 G_L1: 7.176 D_real: 0.436 D_fake: 0.134 
(epoch: 3, iters: 600, time: 0.044, data: 0.001) G_GAN: 1.640 G_L1: 10.067 D_real: 0.804 D_fake: 0.204 
(epoch: 3, iters: 700, time: 0.044, data: 0.001) G_GAN: 0.706 G_L1: 10.373 D_real: 0.302 D_fake: 1.006 
(epoch: 3, iters: 800, time: 0.160, data: 0.001) G_GAN: 1.118 G_L1: 9.139 D_real: 0.163 D_fake: 0.643 
(epoch: 3, iters: 900, time: 0.042, data: 0.001) G_GAN: 1.162 G_L1: 8.909 D_real: 0.672 D_fake: 0.478 
(epoch: 3, iters: 1000, time: 0.046, data: 0.001) G_GAN: 1.708 G_L1: 8.063 D_real: 0.035 D_fake: 0.560 
(epoch: 3, iters: 1100, time: 0.044, data: 0.001) G_GAN: 1.564 G_L1: 8.983 D_real: 0.365 D_fake: 0.317 
(epoch: 3, iters: 1200, time: 0.104, data: 0.001) G_GAN: 1.149 G_L1: 9.108 D_real: 0.458 D_fake: 0.432 
(epoch: 3, iters: 1300, time: 0.046, data: 0.001) G_GAN: 1.313 G_L1: 15.576 D_real: 0.015 D_fake: 0.621 
(epoch: 3, iters: 1400, time: 0.043, data: 0.001) G_GAN: 1.100 G_L1: 11.545 D_real: 0.527 D_fake: 0.706 
(epoch: 3, iters: 1500, time: 0.045, data: 0.001) G_GAN: 1.839 G_L1: 14.714 D_real: 0.086 D_fake: 0.409 
(epoch: 3, iters: 1600, time: 0.111, data: 0.001) G_GAN: 1.639 G_L1: 16.379 D_real: 0.010 D_fake: 0.460 
(epoch: 4, iters: 100, time: 0.043, data: 0.094) G_GAN: 1.743 G_L1: 8.351 D_real: 1.385 D_fake: 0.171 
(epoch: 4, iters: 200, time: 0.048, data: 0.001) G_GAN: 1.799 G_L1: 10.914 D_real: 0.034 D_fake: 0.259 
(epoch: 4, iters: 300, time: 0.045, data: 0.001) G_GAN: 2.358 G_L1: 16.476 D_real: 1.177 D_fake: 0.049 
(epoch: 4, iters: 400, time: 0.162, data: 0.001) G_GAN: 0.765 G_L1: 7.351 D_real: 1.000 D_fake: 0.542 
(epoch: 4, iters: 500, time: 0.044, data: 0.001) G_GAN: 1.209 G_L1: 10.253 D_real: 0.198 D_fake: 0.569 
(epoch: 4, iters: 600, time: 0.043, data: 0.001) G_GAN: 1.753 G_L1: 13.892 D_real: 0.029 D_fake: 0.613 
(epoch: 4, iters: 700, time: 0.045, data: 0.001) G_GAN: 1.395 G_L1: 9.666 D_real: 0.103 D_fake: 0.431 
(epoch: 4, iters: 800, time: 0.106, data: 0.001) G_GAN: 1.072 G_L1: 7.846 D_real: 1.093 D_fake: 0.237 
(epoch: 4, iters: 900, time: 0.045, data: 0.001) G_GAN: 1.367 G_L1: 9.797 D_real: 0.381 D_fake: 0.281 
(epoch: 4, iters: 1000, time: 0.045, data: 0.001) G_GAN: 2.131 G_L1: 10.163 D_real: 0.066 D_fake: 0.441 
(epoch: 4, iters: 1100, time: 0.043, data: 0.001) G_GAN: 1.994 G_L1: 19.159 D_real: 0.011 D_fake: 0.276 
(epoch: 4, iters: 1200, time: 0.171, data: 0.001) G_GAN: 0.895 G_L1: 8.420 D_real: 0.546 D_fake: 0.759 
(epoch: 4, iters: 1300, time: 0.045, data: 0.001) G_GAN: 0.947 G_L1: 6.645 D_real: 0.974 D_fake: 0.555 
(epoch: 4, iters: 1400, time: 0.044, data: 0.001) G_GAN: 1.322 G_L1: 9.885 D_real: 0.671 D_fake: 0.391 
(epoch: 4, iters: 1500, time: 0.046, data: 0.001) G_GAN: 1.716 G_L1: 9.146 D_real: 0.750 D_fake: 0.211 
(epoch: 4, iters: 1600, time: 0.105, data: 0.001) G_GAN: 1.455 G_L1: 10.280 D_real: 0.553 D_fake: 0.442 
(epoch: 5, iters: 100, time: 0.046, data: 0.105) G_GAN: 1.026 G_L1: 11.788 D_real: 0.709 D_fake: 0.444 
(epoch: 5, iters: 200, time: 0.045, data: 0.001) G_GAN: 1.082 G_L1: 11.164 D_real: 0.744 D_fake: 0.368 
(epoch: 5, iters: 300, time: 0.044, data: 0.001) G_GAN: 1.411 G_L1: 8.918 D_real: 0.169 D_fake: 0.702 
(epoch: 5, iters: 400, time: 0.183, data: 0.001) G_GAN: 1.324 G_L1: 7.648 D_real: 0.276 D_fake: 1.098 
(epoch: 5, iters: 500, time: 0.044, data: 0.001) G_GAN: 1.331 G_L1: 9.325 D_real: 0.375 D_fake: 0.415 
(epoch: 5, iters: 600, time: 0.044, data: 0.001) G_GAN: 0.501 G_L1: 6.337 D_real: 1.681 D_fake: 0.314 
(epoch: 5, iters: 700, time: 0.043, data: 0.001) G_GAN: 1.014 G_L1: 6.350 D_real: 0.630 D_fake: 0.367 
(epoch: 5, iters: 800, time: 0.092, data: 0.001) G_GAN: 1.021 G_L1: 6.438 D_real: 1.354 D_fake: 0.265 
(epoch: 5, iters: 900, time: 0.043, data: 0.001) G_GAN: 2.223 G_L1: 10.474 D_real: 0.094 D_fake: 0.277 
(epoch: 5, iters: 1000, time: 0.045, data: 0.001) G_GAN: 1.591 G_L1: 12.521 D_real: 0.186 D_fake: 0.415 
(epoch: 5, iters: 1100, time: 0.047, data: 0.001) G_GAN: 1.531 G_L1: 8.104 D_real: 0.242 D_fake: 0.713 
(epoch: 5, iters: 1200, time: 0.106, data: 0.001) G_GAN: 2.030 G_L1: 5.651 D_real: 0.209 D_fake: 0.315 
(epoch: 5, iters: 1300, time: 0.043, data: 0.001) G_GAN: 1.619 G_L1: 8.298 D_real: 0.383 D_fake: 0.176 
(epoch: 5, iters: 1400, time: 0.042, data: 0.001) G_GAN: 1.304 G_L1: 9.853 D_real: 0.365 D_fake: 0.625 
(epoch: 5, iters: 1500, time: 0.043, data: 0.001) G_GAN: 1.620 G_L1: 7.821 D_real: 0.182 D_fake: 1.101 
(epoch: 5, iters: 1600, time: 0.158, data: 0.001) G_GAN: 1.263 G_L1: 10.059 D_real: 0.304 D_fake: 0.495 
(epoch: 6, iters: 100, time: 0.044, data: 0.108) G_GAN: 1.553 G_L1: 10.469 D_real: 0.483 D_fake: 0.568 
(epoch: 6, iters: 200, time: 0.046, data: 0.001) G_GAN: 1.341 G_L1: 12.265 D_real: 0.150 D_fake: 0.563 
(epoch: 6, iters: 300, time: 0.044, data: 0.001) G_GAN: 1.300 G_L1: 8.114 D_real: 1.017 D_fake: 0.180 
(epoch: 6, iters: 400, time: 0.169, data: 0.001) G_GAN: 1.140 G_L1: 9.869 D_real: 0.247 D_fake: 0.631 
(epoch: 6, iters: 500, time: 0.043, data: 0.001) G_GAN: 1.066 G_L1: 9.675 D_real: 0.666 D_fake: 0.646 
(epoch: 6, iters: 600, time: 0.045, data: 0.001) G_GAN: 0.958 G_L1: 7.712 D_real: 0.956 D_fake: 0.249 
(epoch: 6, iters: 700, time: 0.045, data: 0.001) G_GAN: 1.567 G_L1: 7.974 D_real: 0.396 D_fake: 0.347 
(epoch: 6, iters: 800, time: 0.114, data: 0.001) G_GAN: 2.923 G_L1: 11.042 D_real: 1.121 D_fake: 0.024 
(epoch: 6, iters: 900, time: 0.044, data: 0.001) G_GAN: 1.358 G_L1: 14.633 D_real: 0.411 D_fake: 0.444 
(epoch: 6, iters: 1000, time: 0.044, data: 0.001) G_GAN: 1.964 G_L1: 10.445 D_real: 0.387 D_fake: 0.427 
(epoch: 6, iters: 1100, time: 0.044, data: 0.001) G_GAN: 2.095 G_L1: 14.217 D_real: 0.291 D_fake: 0.152 
(epoch: 6, iters: 1200, time: 0.097, data: 0.001) G_GAN: 1.991 G_L1: 6.712 D_real: 0.235 D_fake: 1.064 
(epoch: 6, iters: 1300, time: 0.046, data: 0.001) G_GAN: 1.065 G_L1: 9.490 D_real: 0.439 D_fake: 0.519 
(epoch: 6, iters: 1400, time: 0.044, data: 0.001) G_GAN: 1.613 G_L1: 7.546 D_real: 0.180 D_fake: 0.921 
(epoch: 6, iters: 1500, time: 0.043, data: 0.001) G_GAN: 1.222 G_L1: 7.663 D_real: 0.050 D_fake: 1.593 
(epoch: 6, iters: 1600, time: 0.106, data: 0.001) G_GAN: 1.260 G_L1: 10.218 D_real: 0.497 D_fake: 0.299 
(epoch: 7, iters: 100, time: 0.046, data: 0.109) G_GAN: 1.521 G_L1: 7.772 D_real: 0.152 D_fake: 0.859 
(epoch: 7, iters: 200, time: 0.043, data: 0.001) G_GAN: 1.317 G_L1: 8.373 D_real: 0.791 D_fake: 0.227 
(epoch: 7, iters: 300, time: 0.045, data: 0.001) G_GAN: 0.943 G_L1: 9.561 D_real: 0.580 D_fake: 0.221 
(epoch: 7, iters: 400, time: 0.179, data: 0.001) G_GAN: 1.428 G_L1: 6.765 D_real: 0.722 D_fake: 0.354 
(epoch: 7, iters: 500, time: 0.046, data: 0.001) G_GAN: 1.637 G_L1: 10.438 D_real: 0.216 D_fake: 0.508 
(epoch: 7, iters: 600, time: 0.045, data: 0.001) G_GAN: 1.937 G_L1: 8.509 D_real: 0.084 D_fake: 0.802 
(epoch: 7, iters: 700, time: 0.045, data: 0.001) G_GAN: 1.714 G_L1: 10.470 D_real: 0.372 D_fake: 0.188 
(epoch: 7, iters: 800, time: 0.104, data: 0.001) G_GAN: 1.311 G_L1: 9.427 D_real: 0.200 D_fake: 0.924 
