================ Training Loss (Wed Jun  3 19:40:04 2020) ================
(epoch: 1, iters: 100, time: 0.027, data: 0.077) G_GAN: 1.735 G_L1: 21.963 D_real: 0.218 D_fake: 0.356 
(epoch: 1, iters: 200, time: 0.026, data: 0.001) G_GAN: 2.355 G_L1: 18.228 D_real: 0.152 D_fake: 0.188 
(epoch: 1, iters: 300, time: 0.026, data: 0.001) G_GAN: 1.418 G_L1: 23.775 D_real: 0.032 D_fake: 0.557 
(epoch: 1, iters: 400, time: 0.059, data: 0.001) G_GAN: 1.597 G_L1: 14.230 D_real: 0.439 D_fake: 0.646 
(epoch: 1, iters: 500, time: 0.026, data: 0.001) G_GAN: 1.451 G_L1: 13.667 D_real: 0.978 D_fake: 0.107 
(epoch: 1, iters: 600, time: 0.026, data: 0.001) G_GAN: 0.714 G_L1: 24.205 D_real: 0.615 D_fake: 0.470 
(epoch: 1, iters: 700, time: 0.026, data: 0.001) G_GAN: 1.283 G_L1: 20.085 D_real: 0.246 D_fake: 0.484 
(epoch: 1, iters: 800, time: 0.042, data: 0.001) G_GAN: 1.776 G_L1: 14.745 D_real: 0.032 D_fake: 1.044 
(epoch: 1, iters: 900, time: 0.026, data: 0.001) G_GAN: 1.734 G_L1: 27.705 D_real: 0.002 D_fake: 1.267 
(epoch: 1, iters: 1000, time: 0.026, data: 0.001) G_GAN: 1.196 G_L1: 18.639 D_real: 0.027 D_fake: 1.051 
(epoch: 1, iters: 1100, time: 0.026, data: 0.001) G_GAN: 1.016 G_L1: 17.418 D_real: 1.304 D_fake: 0.266 
(epoch: 1, iters: 1200, time: 0.043, data: 0.001) G_GAN: 1.043 G_L1: 16.608 D_real: 0.128 D_fake: 0.695 
(epoch: 1, iters: 1300, time: 0.026, data: 0.001) G_GAN: 1.982 G_L1: 19.060 D_real: 0.097 D_fake: 0.170 
(epoch: 1, iters: 1400, time: 0.026, data: 0.001) G_GAN: 1.241 G_L1: 17.232 D_real: 2.214 D_fake: 0.143 
(epoch: 1, iters: 1500, time: 0.026, data: 0.001) G_GAN: 1.588 G_L1: 26.614 D_real: 0.012 D_fake: 0.687 
(epoch: 1, iters: 1600, time: 0.043, data: 0.001) G_GAN: 1.165 G_L1: 14.997 D_real: 0.611 D_fake: 0.834 
(epoch: 2, iters: 100, time: 0.026, data: 0.074) G_GAN: 2.153 G_L1: 18.449 D_real: 0.011 D_fake: 0.243 
(epoch: 2, iters: 200, time: 0.026, data: 0.001) G_GAN: 1.768 G_L1: 17.913 D_real: 1.328 D_fake: 0.133 
(epoch: 2, iters: 300, time: 0.026, data: 0.001) G_GAN: 1.757 G_L1: 21.830 D_real: 0.145 D_fake: 0.591 
(epoch: 2, iters: 400, time: 0.061, data: 0.001) G_GAN: 1.273 G_L1: 14.869 D_real: 0.171 D_fake: 0.734 
(epoch: 2, iters: 500, time: 0.027, data: 0.001) G_GAN: 0.979 G_L1: 15.629 D_real: 1.136 D_fake: 1.087 
(epoch: 2, iters: 600, time: 0.026, data: 0.001) G_GAN: 1.761 G_L1: 17.475 D_real: 0.012 D_fake: 0.466 
(epoch: 2, iters: 700, time: 0.026, data: 0.001) G_GAN: 1.664 G_L1: 10.388 D_real: 0.212 D_fake: 1.016 
(epoch: 2, iters: 800, time: 0.043, data: 0.001) G_GAN: 1.491 G_L1: 16.061 D_real: 0.109 D_fake: 0.524 
(epoch: 2, iters: 900, time: 0.026, data: 0.001) G_GAN: 1.169 G_L1: 14.423 D_real: 0.405 D_fake: 0.337 
(epoch: 2, iters: 1000, time: 0.026, data: 0.001) G_GAN: 1.622 G_L1: 12.425 D_real: 0.296 D_fake: 0.293 
(epoch: 2, iters: 1100, time: 0.026, data: 0.001) G_GAN: 1.379 G_L1: 12.485 D_real: 0.373 D_fake: 0.296 
(epoch: 2, iters: 1200, time: 0.044, data: 0.001) G_GAN: 0.909 G_L1: 13.208 D_real: 0.726 D_fake: 0.448 
(epoch: 2, iters: 1300, time: 0.026, data: 0.001) G_GAN: 1.673 G_L1: 14.355 D_real: 1.065 D_fake: 0.098 
(epoch: 2, iters: 1400, time: 0.026, data: 0.001) G_GAN: 1.415 G_L1: 12.148 D_real: 1.770 D_fake: 0.142 
(epoch: 2, iters: 1500, time: 0.026, data: 0.001) G_GAN: 1.119 G_L1: 13.124 D_real: 0.394 D_fake: 0.406 
(epoch: 2, iters: 1600, time: 0.043, data: 0.001) G_GAN: 1.842 G_L1: 13.240 D_real: 0.639 D_fake: 0.203 
(epoch: 3, iters: 100, time: 0.026, data: 0.072) G_GAN: 1.867 G_L1: 12.258 D_real: 0.212 D_fake: 0.797 
(epoch: 3, iters: 200, time: 0.028, data: 0.001) G_GAN: 1.654 G_L1: 12.386 D_real: 0.063 D_fake: 0.949 
(epoch: 3, iters: 300, time: 0.026, data: 0.001) G_GAN: 1.715 G_L1: 14.363 D_real: 2.532 D_fake: 1.196 
(epoch: 3, iters: 400, time: 0.060, data: 0.001) G_GAN: 1.338 G_L1: 10.856 D_real: 0.538 D_fake: 0.407 
(epoch: 3, iters: 500, time: 0.027, data: 0.001) G_GAN: 1.073 G_L1: 13.607 D_real: 0.676 D_fake: 0.723 
(epoch: 3, iters: 600, time: 0.027, data: 0.001) G_GAN: 2.498 G_L1: 15.354 D_real: 0.015 D_fake: 0.267 
(epoch: 3, iters: 700, time: 0.026, data: 0.001) G_GAN: 1.367 G_L1: 11.659 D_real: 0.559 D_fake: 0.234 
(epoch: 3, iters: 800, time: 0.060, data: 0.001) G_GAN: 2.222 G_L1: 12.323 D_real: 0.084 D_fake: 0.205 
(epoch: 3, iters: 900, time: 0.026, data: 0.001) G_GAN: 1.062 G_L1: 11.280 D_real: 0.725 D_fake: 0.332 
(epoch: 3, iters: 1000, time: 0.026, data: 0.001) G_GAN: 1.630 G_L1: 13.284 D_real: 0.030 D_fake: 0.465 
(epoch: 3, iters: 1100, time: 0.026, data: 0.001) G_GAN: 1.126 G_L1: 9.883 D_real: 0.935 D_fake: 0.366 
